descricao,correto,insumo_1
30 CAP | BUPROPIONA CLORIDRATO  150MG,39.9,BUPROPIONA CLORIDRATO
30 CAP | MOROSIL  200MG; CACTIN  350MG; ASIATICOSÍDIO  10MG; CHA VERDE EXT SECO  250MG,120.3,MOROSIL
60 CAP | IOIMBINA   10MG,43.6,IOIMBINA
60 CAP | VITAMINA D3  20000UI; VITAMINA K2 MK7  100MCG,58.1,VITAMINA D3
60 CAP | BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; BIFIDOBACTERIUM INFANTIS  50MG; LACTOBACILLUS BULGARICUS  100MG; RHAMNOSUS LACTOBACILLUS  50MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,95.2,BIFIDOBACTERIA BIFIDUM
30 CAP | PICOLINATO CROMO 1:10  50MCG,39.9,PICOLINATO CROMO 1:10
60 CAP | VITAMINA D3 OLEOSA  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2MK7  120MCG,47.1,VITAMINA D3 OLEOSA
30 CAP | VITAMINA D3   2000UI,40.0,VITAMINA D3
60 CAP | BIFIDOBACTERIUM LACTIS  200MG; BIFIDOBACTERIUM INFANTIS  150MG; LACTOBACILLUS ACIDOPHILUS  400MG; DELBRUECKII LACTOBACILLUS  50MG; PLANTARUM LACTOBACILLUS  150MG; SACCHAROMYCES BOULARDII  100MG; INULINA  150MG; BIFIDOBACTERIUM BREVE  150MG; CASEI LACTOBACILLUS  350MG; GASSERI LACTOBACILLUS  300MG; HELVETICUS LACTOBACILLUS  100MG; LACTOBACILLUS LACTIS  250MG; FOS  250MG,349.9,BIFIDOBACTERIUM LACTIS
30 CAP | BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; BIFIDOBACTERIUM INFANTIS  50MG; LACTOBACILLUS ACIDOPHILUS  100MG; BULGARICUS LACTOBACILLUS  100MG; LACTOBACILLUS RHAMNOSUS  50MG,56.6,BIFIDOBACTERIA BIFIDUM
60 CAP | CITRUS AURANTIUM EXT SECO  200MG; CAMELIA SINENSIS  400MG; CAPSICUM ANNUUM  6MG; ZINGIBER OFFICINALIS L.   200MG; CAFEINA BASE ANIDRA  100MG,144.3,CITRUS AURANTIUM EXT SECO
30 CAP | BORO QUELADO  2MG; VIT D3  4000UI; TIROSINA  250MG; SILNUTRI  50MG; ZINCO QUELADO  10MG; SELENIO QUELADO  100MCG; NIACINAMIDA  30MG; VITAMINA K2 MK7  150MCG,85.0,BORO QUELADO
60 CAP | RHODIOLA ROSEA EXT SECO  200MG; PANAX GINSENG L  200MG; COENZIMA Q10 PO  100MG,147.9,RHODIOLA ROSEA EXT SECO
30 CAP | L TAURINA  100MG; MAGNESIO GLICINA  100MG; L TEANINA  100MG; MAGNESIO TREONATO  100MG; PIRIDOXAL-5-FOSFATO  10MG; ZINCO  5MG; TRIPTOFANO  80MG,62.0,L TAURINA
60 CAP | MALEATO DE ENALAPRIL  10MG; ANLODIPINA  5MG,44.0,MALEATO DE ENALAPRIL
90 CAP | VALERIANA  50MG,47.4,VALERIANA
30 CAP | NAPROXENO BASE  250MG,57.5,NAPROXENO BASE
40 CAP | EQUISETUM ARVENSE  150MG; CITRUS AURANTIUM EXT SECO  400MG; ALTILIX (BIONAP)  50MG,106.1,EQUISETUM ARVENSE
60 CAP | BIOTINA 1:10 2.500MG; METILCOBALAMINA 1:100  1000MCG; VIT B6  10MG,68.2,BIOTINA 1:10 2.
60 CAP | VITAMINA D3 OLEOSA  3000UI; VITAMINA K2 LIQ   50MCG,43.6,VITAMINA D3 OLEOSA
30 CAP | FERRO BISCIGLICINATO  15MG; ACIDO ASCORBICO  400MG; PANTOTENATO DE CALCIO  100MG; BIOTINA  5MG,60.0,FERRO BISCIGLICINATO
30 CAP | INDOL 3 CARBINOL  150MG,69.4,INDOL 3 CARBINOL
60 CAP | BETAINA CLORIDRATO  150MG,43.6,BETAINA CLORIDRATO
60 CAP | VITAMINA C  1G; ZINCO QUELADO  20MG,81.3,VITAMINA C
60 CAP | VITAMINA D  5000UI; ZINCO  20MG; SELENIO QUELADO  200MCG; MAGNESIO GLICIL GLUTAMINA  500MG,132.0,VITAMINA D
180 CAP | VITAMINA C  1G; ZINCO QUELADO  20MG,192.9,VITAMINA C
45 CAP | VITAMINA D  5000UI,44.0,VITAMINA D
60 CAP | CURCUMA LONGA  500MG; MAGNESIO DIMALATO  400MG,162.0,CURCUMA LONGA
60 CAP | GABAPENTINA  100MG,55.6,GABAPENTINA
45 CAP | PLANTARUM LACTOBACILLUS  200MG; PARACASEI LACTOBACILLUS   200MG; BIFIDOBACTERIUM BREVE  100MG; RHAMNOSUS LACTOBACILLUS  100MG; INULINA  500MG,104.0,PLANTARUM LACTOBACILLUS
45 CAP | CLOMIFENO  15MG; MACA   300MG; TESTOFEN  300MG,138.0,CLOMIFENO
45 CAP | PLANTARUM LACTOBACILLUS  100MG; PARACASEI LACTOBACILLUS   100MG; LACT BREVE  100MG; RHAMNOSUS LACTOBACILLUS  100MG; INULINA  500MG,76.1,PLANTARUM LACTOBACILLUS
8 CAP | VITAMINA D3   50000UI,39.9,VITAMINA D3
30 CAP | IMUNO TF  20MG; QUERCETINA  80MG; MANGANES QUELADO  2MG; VIT C  150MG; VIT E  50MG; ZINCO QUELADO  20MG,107.0,IMUNO TF
100 CAP | CURCUMA   500MG; PIPERINA  20MG,267.3,CURCUMA
60 CAP | GRIFFONIA SIMPLICIFOLIA  100MG; MELISSA EXT SECO  150MG; PASSIFLORA  100MG; ERYTHRINA MULUNGU  200MG,120.0,GRIFFONIA SIMPLICIFOLIA
30 CAP | VITAMINA D3 1:100  50000UI,44.0,VITAMINA D3 1:100
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; GASSERI LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; XOS   200MG,82.0,ACIDOPHILUS LACTOBACILLUS
60 CAP | CITALOPRAM  10MG,61.0,CITALOPRAM
90 CAP | VITAMINA D3 1:100  10000UI; VITAMINA A  100UI,47.4,VITAMINA D3 1:100
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VIT A OLEOSA  1000UI,63.3,VITAMINA D LIQ CAP ATE 15MIL
"60 CAP | FERRO GLICINA  40MG; VIT C  250MG; BIOTINA  10MG; L CISTEINA  150MG; CISTINA L, BASE  150MG; ZINCO  10MG",163.0,FERRO GLICINA
30 CAP | DIACEREINA  50MG; PARACETAMOL  500MG; CICLOBENZAPRINE  5MG,91.0,DIACEREINA
60 CAP | MAGNESIO QUELADO 30%  200MG; LISINA L  120MG; BORO QUELADO 0.500MG; VITAMINA K2 MK7  100MCG; COMPLEXO B 80MG CAPS  80MG; VITAMINA B3 NO FLUSH  30MG; VIT B12  100MCG; METILFOLATO 1:10 0.400MG; TRANSRESVERATROL  30MG; SELENIO QUELADO  60MCG; ZINCO QUELADO  10MG; COBRE QUELADO 0.400MG; MANGANES QUELADO  1MG,136.7,MAGNESIO QUELADO 30%
30 CAP | ACIDOPHILUS LACTOB/PARACASEI  200MG; PARACASEI LACTOBACILLUS   100MG; LACTOBACILLUS REUTERI  100MG; RHAMNOSUS LACTOBACILLUS  100MG,64.3,ACIDOPHILUS LACTOB/PARACASEI
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG,41.0,ACIDOPHILUS LACTOBACILLUS
30 CAP | CETOPROFENO  20MG; PREDNISONA  1MG; FAMOTIDINA  20MG,39.9,CETOPROFENO
30 CAP | MOROSIL  200MG,66.1,MOROSIL
30 CAP | ASPARTATO DE MAGNÉSIO  250MG; ACETIL L-CARNITINA HCL  300MG; COENZIMA Q10 PO  50MG; SELENIO QUELADO  50MCG; FENILALANINA  500MG; TIROSINA  250MG; VITAMINA C REVESTIDA  500MG; ZINCO QUELADO  30MG; VIT B1  2MG; RIBOFLAVINA  25MG; PIRIDOXAL-5-FOSFATO  20MG; METILCOBALAMINA 1:100  100MCG; VITAMINA B9  800MCG,183.0,ASPARTATO DE MAGNÉSIO
120 CAP | 5 L HIDROXITRIPTOFANO  100MG; GLICINA  50MG; THEANINA  50MG; TAURINA  50MG,197.3,5 L HIDROXITRIPTOFANO
5 CAP | DEFLAZACORT  30MG,42.8,DEFLAZACORT
40 CAP | ESCITALOPRAM (OXALATO)  5MG,45.0,ESCITALOPRAM (OXALATO)
60 CAP | CAFEINA   100MG,44.0,CAFEINA
60 CAP | ALTILIX (BIONAP)  100MG,125.0,ALTILIX (BIONAP)
120 CAP | PQQ  5MG,107.0,PQQ
90 CAP | TIBOLONA 1.500MG,106.4,TIBOLONA 1.
30 CAP | MAGNESIO QUELADO 30%  100MG; ACETIL L-CARNITINA HCL  300MG; COENZIMA Q10 PO  50MG; SELENIO METIONINA  100MCG; MANGANES QUELADO  2MG; ZINCO QUELADO  10MG; PICOLINATO CROMO 1:10  100MCG; VIT B1  2MG; RIBOFLAVINA  25MG; PIRIDOXAL-5-FOSFATO  20MG; METILCOBALAMINA 1:100  100MCG; VITAMINA B9  800MCG,105.0,MAGNESIO QUELADO 30%
60 CAP | DULOXETINA  20MG,105.0,DULOXETINA
60 CAP | CITRUS AURANTIUM EXT SECO  200MG; CAMELIA SINENSIS  400MG; CAPSICUM ANNUUM  6MG; ZINGIBER OFFICINALIS L. ROSCOE  200MG; CAFEINA BASE ANIDRA  100MG,144.3,CITRUS AURANTIUM EXT SECO
30 CAP | LOWAT   300MG,126.0,LOWAT
30 CAP | CURCUMA   200MG; PIPERINA  2MG,43.0,CURCUMA
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  100MG; GASSERI LACTOBACILLUS  50MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; XOS   200MG,58.0,ACIDOPHILUS LACTOBACILLUS
60 CAP | L TIROSINA  125MG; HIDROCORTISONA BASE 2.500MG,46.0,L TIROSINA
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  50MG; LACTIS LACTOBACILLUS  50MG; RHAMNOSUS LACTOBACILLUS  50MG; BIFIDOBACTERIUM INFANTIS  50MG; BIFIDOBACTERIUM LONGUM  50MG,49.3,ACIDOPHILUS LACTOBACILLUS
60 CAP | ACIDOPHILUS LACTOBACILLUS  200MG; RHAMNOSUS LACTOBACILLUS  100MG; ACIDO FERRULICO  15MG; EUTERPE OLERACEA EXT SECO  100MG; FRUTOLIGOSSACARIDEO  100MG; BIFIDUM LACTOBACILLUS  200MG; BULGARICUS LACTOBACILLUS  200MG,176.0,ACIDOPHILUS LACTOBACILLUS
60 CAP | LACTIS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LONGUM  100MG; REUTERI LACTOBACILLUS  100MG,116.5,LACTIS LACTOBACILLUS
120 CAP | VITAMINA D  20000UI,56.2,VITAMINA D
60 CAP | EUTERPE OLERACEA EXT SECO  100MG; CAMELIA SINENSIS  100MG; T3  5MCG,44.0,EUTERPE OLERACEA EXT SECO
60 CAP | IODO QUELADO 1.500MG; CAMELIA SINENSIS  50MG; FUCUS VESICULOSUS PO  50MG,48.0,IODO QUELADO 1.
120 CAP | LACTOBACILLUS ACIDOPHILUS  100MG,59.6,LACTOBACILLUS ACIDOPHILUS
60 CAP | EUTERPE OLERACEA EXT SECO  100MG; CAMELLIA SILVESTRE  100MG; T3  5MCG; T4  25MCG,48.8,EUTERPE OLERACEA EXT SECO
60 CAP | ACIDOPHILUS LACTOBACILLUS  200MG; PARACASEI LACTOBACILLUS   200MG; SALIVARIUS LACTOBACILLUS  200MG; BIFIDOBACTERIA BIFIDUM  200MG,157.8,ACIDOPHILUS LACTOBACILLUS
80 CAP | CLORIDRATO DE BETAINA   200MG,48.0,CLORIDRATO DE BETAINA
120 CAP | T3  20MCG,50.0,T3
60 CAP | T4  90MCG; T3  20MCG,44.0,T4
60 CAP | BOSWELLIA SERRATA  200MG; PANTOTENATO CA  250MG; RUTINA  100MG; VITAMINA K PÓ  25MCG; MN QUELADO  3MG; ASCORBATO MG  500MG,183.5,BOSWELLIA SERRATA
30 CAP | ANFEPRAMONA   60MG,167.0,ANFEPRAMONA
45 CAP | CAFEINA BASE ANIDRA  250MG; IOIMBINA CLORIDRATO  5MG,56.0,CAFEINA BASE ANIDRA
40 CAP | PREGABALINA  50MG; DULOXETINA  30MG; CARISOPRODOL  200MG,172.3,PREGABALINA
30 CAP | COENZIMA Q10 PO  100MG; CHA VERDE EXT SECO  250MG; PQQ  10MG,118.5,COENZIMA Q10 PO
180 CAP | OLEO DE PRIMULA  50MG,60.0,OLEO DE PRIMULA
40 CAP | CLORIDRATO FLUFENAZINA  1MG; ESPIRONOLACTONA  100MG,75.0,CLORIDRATO FLUFENAZINA
10 CAP | IVERMECTINA  12MG,39.9,IVERMECTINA
60 CAP | RHAMNOSUS LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LACTIS  100MG; STREPTOCOCCUS TERMOPHILUS  100MG,138.0,RHAMNOSUS LACTOBACILLUS
90 CAP | VITAMINA D3 OLEOSA  20000UI,78.4,VITAMINA D3 OLEOSA
30 CAP | VITAMINA D3 OLEOSA  100000UI,110.8,VITAMINA D3 OLEOSA
60 CAP | MAGNESIO DIMALATO  250MG; CITRATO DE MAGNESIO  150MG; ZINCO QUELADO  5MG; CROMO GTF  300MCG; SELENIO QUELADO  35MCG; COBRE QUELADO  375MCG; VITAMINA K2 MK7  60MCG; TIAMINA  50MG; RIBOFLAVINA  50MG; NIACINA NO FLUSH  25MG; PIRIDOXAL-5-FOSFATO  10MG; METILFOLATO  100MCG; METILCOBALAMINA   150MCG,112.4,MAGNESIO DIMALATO
30 CAP | CAMELIA SINENSIS  500MG; IOIMBINA   7MG; CAFEÍNA  100MG; COENZIMA Q10  100MG,107.0,CAMELIA SINENSIS
60 CAP | MAGNESIO DIMALATO  200MG; CITRATO DE MAGNESIO  150MG; CROMO GTF  100MCG; COLINA BITARTARATO  120MG; TIAMINA  50MG; RIBOFLAVINA  40MG; NIACINA NO FLUSH  25MG; ACIDO PANTOTENICO  25MG; PIRIDOXAL-5-FOSFATO  10MG; METILFOLATO 1:10  100MCG; METILCOBALAMINA 1:100  100MCG; PINUS PINASTER EXTRACT  25MG; TRANSRESVERATROL  50MG; VITAMINA K2 MK7  75MCG,181.1,MAGNESIO DIMALATO
30 CAP | DIACEREINA  50MG; MELOXICAM 7.500MG,61.8,DIACEREINA
60 CAP | PICOLINATO DE CROMO  600MCG; MAGNESIO QUELADO   200MG; PIRIDOXAL-5-FOSFATO  20MG; ZINCO QUELADO  10MG; TRIPTOFANO  100MG; COENZIMA Q10 PO  100MG; L THEANINA  200MG,218.3,PICOLINATO DE CROMO
30 CAP | PLANTARUM LACTOBACILLUS  50MG; JOHNSONII LACTOBACILLUS  50MG; PARACASEI LACTOBACILLUS   20MG; RHAMNOSUS LACTOBACILLUS  50MG; SALIVARES LACTOBACILLUS  30MG; REUTERI LACTOBACILLUS  10MG; BIFIDOBACTERIUM INFANTIS  500MG; XOS   100MG,78.0,PLANTARUM LACTOBACILLUS
60 CAP | PHOLIAMAGRA  200MG; GARCINIA CAMBOJA EXT SECO  250MG,68.0,PHOLIAMAGRA
60 CAP | VITAMINA D  10000UI; VITAMINA A   1000UI; VITAMINA K2 MK7  120MCG,47.1,VITAMINA D
30 CAP | FLUOXETINA  40MG; CLOBETASOL 6.500MG; PHOLIAMAGRA  100MG; ORLISTAT  100MG; ALOINA  40MG; COENZIMA Q10   15MG; CLORTALIDONA  50MG; KCL  450MG; DIMETILPOLISILOXANE  30MG; CROMO GTF  100MCG; ZINCO QUELADO  30MG; SELENIO QUELADO  50MCG; FAMOTIDINA  10MG,214.5,FLUOXETINA
60 CAP | PYGEUM AFRICANUM EXT. SECO  100MG; SAW PALMETO EXT SECO  150MG,50.0,PYGEUM AFRICANUM EXT. SECO
60 CAP | CLORELLA PO  500MG; SPIRULINA  500MG,131.9,CLORELLA PO
60 CAP | LACTOBACILLUS ACIDOPHILUS  100MG,43.6,LACTOBACILLUS ACIDOPHILUS
60 CAP | ECHINACEA   200MG,43.6,ECHINACEA
60 CAP | PEA BIOACTIVE MICRO  600MG; BOSWELLIA SERRATA  150MG,198.6,PEA BIOACTIVE MICRO
90 CAP | CITRATO DE SODIO  500MG,49.5,CITRATO DE SODIO
120 CAP | VALERIANA  200MG; PASSIFLORA  200MG,107.2,VALERIANA
120 CAP | HIDROCORTISONA BASE  15MG,107.3,HIDROCORTISONA BASE
60 CAP | PERFECT   100MG,106.0,PERFECT
120 CAP | BOOSTER OSTEOARTICULAR  1UN,459.8,BOOSTER OSTEOARTICULAR
90 CAP | VITAMINA A   3000UI,48.0,VITAMINA A
120 CAP | NAC  300MG; SILIMARINA  100MG; CURCUMA EXT SECO  200MG,152.0,NAC
90 CAP | BIOTINA   1MG,48.0,BIOTINA
30 CAP | VALERIANA  200MG; PASSIFLORA  200MG; MELISSA EXT SECO  200MG,53.8,VALERIANA
60 CAP | VIT B12  1000MCG; ACIDO FOLICO  5MG; VIT B6  200MG,82.8,VIT B12
120 CAP | MAGNESIO DIMALATO  300MG; ZINCO QUELADO  10MG; SELENIO QUELADO  10MCG; CROMO GTF  100MCG; TIAMINA  50MG; RIBOFLAVINA  10MG; NIACINA NO FLUSH  25MG; METILFOLATO   500MCG; METILCOBALAMINA  50MCG; PICNOGENOL  12MG; ACIDO ALFA LIPOICO  150MG; RESVERATROL  25MG,316.3,MAGNESIO DIMALATO
30 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  20000UI; VITAMINA A OLEOSA ORAL  2000UI; VITAMINA K2 SOL MAE  120MCG,59.2,VITAMINA D LIQ CAP ACIMA 15MIL
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  70MG; REUTERI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; PLANTARIUM LACTOBACILLUS  70MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM BREVE  100MG; STREPTOCOCCUS TERMOPHILUS  40MG; SACCHAROMYCES BOULARDII  20MG,75.6,ACIDOPHILUS LACTOBACILLUS
90 CAP | ZINCO QUELADO  15MG; CITRATO DE MAGNESIO  250MG; VIT B6  50MG; COENZIMA Q10 PO  100MG,180.1,ZINCO QUELADO
60 CAP | DUTASTERIDA 1:100 0.500MG; TANSULOSINA 1:100 0.400MG,106.0,DUTASTERIDA 1:100 0.
60 CAP | BUPROPIONA CLORIDRATO  300MG,89.6,BUPROPIONA CLORIDRATO
20 CAP | VITAMINA D  7000UI,39.9,VITAMINA D
300 CAP | VITAMINA A  7000UI,54.5,VITAMINA A
12 CAP | VITAMINA D  20000UI,39.9,VITAMINA D
4 CAP | AMIDO  5MG,39.9,AMIDO
90 CAP | CARBONATO DE CALCIO PESADO  500MG,47.4,CARBONATO DE CALCIO PESADO
120 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  800UI,71.0,VITAMINA D LIQ CAP ATE 15MIL
240 CAP | MAGNESIO QUELADO 30%  150MG; VITAMINA K2 MK7  80MCG; ZINCO QUELADO  15MG; COBRE QUELADO 0.400MG; METILFOLATO 1:10 0.400MG; VITAMINA B12  100MCG; TRANSRESVERATROL  20MG,328.0,MAGNESIO QUELADO 30%
35 CAP | ACIDO FOLINICO  15MG,89.1,ACIDO FOLINICO
120 CAP | T3  4MCG,50.0,T3
30 CAP | BIFIDOBACTERIUM LONGUM  50MG; BIFIDOBACTERIUM LACTIS  30MG; BIFIDOBACTERIUM INFANTIS  50MG; LACTOBACILLUS ACIDOPHILUS  50MG; DELBRUECKII LACTOBACILLUS  20MG; LACTOBACILLUS JOHNSONII  60MG; PLANTARUM LACTOBACILLUS  30MG; RHAMNOSUS LACTOBACILLUS  50MG; STREPTOCOCCUS TERMOPHILUS  50MG; SOD  10MG; PRETICX  100MG,64.6,BIFIDOBACTERIUM LONGUM
60 CAP | VITAMINA D OLEOSA  10000UI; VIT A OLEOSA  1000UI; VITAMINA K2 MK-7 -  120MCG,56.6,VITAMINA D OLEOSA
60 CAP | PREGABALINA 37.500MG; TRAMADOL CLORIDRATO  35MG; DIACEREINA  50MG,159.0,PREGABALINA 37.
120 CAP | NAC  300MG; SILIMARINA  100MG; CURCUMINA  200MG,151.8,NAC
90 CAP | VITAMINA D3  7000UI; VITAMINA K2 MK7  100MCG,55.0,VITAMINA D3
30 CAP | EXSYNUTRIMENT  150MG; BIO ARTC  100MG; GLYCOXIL  50MG,258.0,EXSYNUTRIMENT
60 CAP | MELATONINA SUBLINGUAL CAP  3MG,85.0,MELATONINA SUBLINGUAL CAP
60 CAP | SILIMARINA  600MG; ANASTROZOL 1:10  2MG,216.2,SILIMARINA
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  13000UI; VITAMINA K2 LIQ SOL MAE  170MCG,60.0,VITAMINA D LIQ CAP ATE 15MIL
120 CAP | VITAMINA D3 1:100  10000UI; VITAMINA K2 MK7  100MCG,86.2,VITAMINA D3 1:100
120 CAP | CURCUMA EXT SECO  200MG; VIT B12  500MCG; NAC  300MG; ACIDO FOLICO 2.500MG; VIT B6  100MG,212.9,CURCUMA EXT SECO
48 CAP | METOTREXATO 2.500MG,70.9,METOTREXATO 2.
30 CAP | VITAMINA D3  7000UI; VITAMINA A  1000UI,39.9,VITAMINA D3
30 CAP | CHA VERDE EXT SECO  150MG; CITRUS AURANTIUM EXT SECO  500MG; CANELA PO  200MG,64.0,CHA VERDE EXT SECO
30 CAP | 5HTP  400MG; VITAMINA B6  4MG,183.5,5HTP
30 CAP | GLISODIN  100MG; PICNOGENOL  50MG; TRANSRESVERATROL  40MG; QUERCETINA  40MG,157.9,GLISODIN
60 CAP | METILFOLATO   3MG,134.0,METILFOLATO
60 CAP | SELENIO QUELADO  100MCG; ZINCO QUELADO  20MG; VITAMINA C   1G,81.7,SELENIO QUELADO
30 CAP | LOSARTANA  50MG,56.4,LOSARTANA
30 CAP | N ACETIL L CISTEINA  600MG; SILIMARINA EXT SECO  180MG,52.5,N ACETIL L CISTEINA
90 CAP | HIDROCORTISONA BIOIDENTICA  3MG,47.4,HIDROCORTISONA BIOIDENTICA
30 CAP | LACTOBACILLUS BIFIDUM  500MG; LACTOBACILLUS ACIDOPHILUS  500MG; LACTOBACILLUS REUTERI  90MG; CASEI LACTOBACILLUS  90MG; INULINA  160MG,100.6,LACTOBACILLUS BIFIDUM
20 CAP | NISTATINA  500000UI,62.0,NISTATINA
60 CAP | VITAMINA D  10000UI; VITAMINA A  1000UI,44.0,VITAMINA D
60 CAP | ANFEPRAMONA TRATADA  20MG,120.6,ANFEPRAMONA TRATADA
120 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA K2 SOL MAE  100MCG,65.3,VITAMINA D LIQ CAP ATE 15MIL
120 CAP | MELISSA EXTRATO SECO  300MG,69.8,MELISSA EXTRATO SECO
120 CAP | BETAINA CLORIDRATO  100MG,49.5,BETAINA CLORIDRATO
120 CAP | AMILASE  50MG; BROMELINA  50MG; LIPASE 50.000FPI/G  50MG; PROTEASE  100MG,147.9,AMILASE
60 CAP | L-CARNITINA   500MG,75.7,L-CARNITINA
30 CAP | MOROSIL  300MG; ALTILIX (BIONAP)  50MG; CACTI-NEA  200MG; FIBREGUM B  500MG,142.4,MOROSIL
120 CAP | VITAMINA D LIQ CAP ATE 15MIL  15000UI; VITAMINA K2 MK-7 - LIQUIDA  100MCG; VITAMINA A OLEOSA ORAL  400UI; VITAMINA E OLEOSA ORAL  200UI,128.1,VITAMINA D LIQ CAP ATE 15MIL
60 CAP | T3  10MCG; T4  40MCG; TIROSINA  100MG; CORTISOL BIOIDENTICO  10MG,68.3,T3
30 CAP | COLECALCIFEROL  10000UI,39.9,COLECALCIFEROL
120 CAP | TRIBULUS TERRESTRIS EXT SECO  500MG,93.0,TRIBULUS TERRESTRIS EXT SECO
180 CAP | ZINCO QUELADO GLICINA  25MG; COBRE QUELADO 1.500MG,69.4,ZINCO QUELADO GLICINA
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM LACTIS  100MG,83.0,ACIDOPHILUS LACTOBACILLUS
60 CAP | MAGNESIO DIMALATO  400MG; CROMO GTF  200MCG; ACIDO ALFA LIPOICO  150MG; RIBOFLAVINA  25MG,113.0,MAGNESIO DIMALATO
90 CAP | FERRO QUELADO GLICINATO 300MG  60MG,48.0,FERRO QUELADO GLICINATO 300MG
180 CAP | PICOLINATO CROMO  250MCG; CACTI-NEA  200MG; PHOLIAMAGRA  200MG,216.0,PICOLINATO CROMO
90 CAP | SAW PALMETO EXT SECO  200MG,47.4,SAW PALMETO EXT SECO
90 CAP | LACTOBACILLUS ACIDOPHILUS  200MG; LACTOBACILLUS CASEI  200MG; BIFIDOBACTERIA BIFIDUM  200MG,129.9,LACTOBACILLUS ACIDOPHILUS
30 CAP | CAFEINA BASE ANIDRA  210MG,39.9,CAFEINA BASE ANIDRA
60 CAP | ANASTROZOL 1:10  1MG; TAMOXIFENO CITRATO  10MG,144.4,ANASTROZOL 1:10
30 CAP | CLORTALIDONA  15MG; ESPIRONOLACTONA  25MG,45.0,CLORTALIDONA
30 CAP | BETAINA HCL  100MG; PROTEASE  60MG; ALFA AMILASE  40MG; LIPASE   30MG; PANCREATINA  50MG; PEPSINA  50MG; PAPAINA  50MG; BROMELINA  50MG,69.0,BETAINA HCL
60 CAP | COLAGENO TIPO 2  40MG; DIACEREINA  40MG; FAMOTIDINA  10MG,150.0,COLAGENO TIPO 2
120 CAP | LANSOPRAZOL 30MG  120CAP,118.0,LANSOPRAZOL 30MG
60 CAP | CLOMIPRAMINA   20MG,72.1,CLOMIPRAMINA
30 CAP | VITAMINA C  100MG,39.9,VITAMINA C
60 CAP | TAURINA  100MG; THEANINA  150MG; 5-HTP  30MG; VALERIANA  120MG,108.8,TAURINA
30 CAP | BERBERINA  500MG,134.0,BERBERINA
90 CAP | HIDROCORTISONA BASE  4MG,47.4,HIDROCORTISONA BASE
60 CAP | MAGNESIO DIMALATO  220MG; BORO QUELADO 0.600MG; VITAMINA K2 MK7  100MCG; L LISINA  120MG; COMPLEXO B 120MG CAPS  120MG; VIT B12  150MCG; METILFOLATO 1:10 0.500MG; SELENIO QUELADO  60MCG; CROMO GTF  300MCG; ZINCO QUELADO  12MG; COBRE QUELADO 0.400MG; RESVERATROL  40MG,140.2,MAGNESIO DIMALATO
90 CAP | ALTILIX (BIONAP)  100MG,173.5,ALTILIX (BIONAP)
3 CAP | ALBENDAZOL  400MG,39.9,ALBENDAZOL
30 CAP | N ACETIL L CISTEINA  600MG; SILIMARINA  180MG,52.5,N ACETIL L CISTEINA
60 CAP | T4  100MCG; T3  5MCG,44.0,T4
